entity_id,name,first_name,second_name,third_name,father_name,last_name,title,type,quality,description
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Pahlawan ROSI,Pahlawan,,,,ROSI,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Pahlawan ROSY,Pahlawan,,,,ROSY,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Palawan ROZY,Palawan,,,,ROZY,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Palawan ROZI,Palawan,,,,ROZI,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Pahlawan ROEZI,Pahlawan,,,,ROEZI,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Pahlawan ROZIUDIN,Pahlawan,,,,ROZIUDIN,,a.k.a.,strong,
us-ofac.a05ae7af061f6ae090a470a4ec72521f4e9e520b,Pahlawan RUZI,Pahlawan,,,,RUZI,,a.k.a.,strong,
us-ofac.86931918fbd95baeb8358c35c4d447a43a9ac2c2,Eric CHANG,Eric,,,,CHANG,,a.k.a.,strong,
us-ofac.86931918fbd95baeb8358c35c4d447a43a9ac2c2,Zhang LEI,Zhang,,,,LEI,,a.k.a.,strong,
us-ofac.86931918fbd95baeb8358c35c4d447a43a9ac2c2,Shi ZHANG,Shi,,,,ZHANG,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,CEC LTD.,,,,,CEC LTD.,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,CHINA ENRICHING CHEMISTRY,,,,,CHINA ENRICHING CHEMISTRY,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,"CEC CHEMICAL CO., LTD.",,,,,"CEC CHEMICAL CO., LTD.",,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,SHANGHAI CANHE PHARMTECH CO LTD,,,,,SHANGHAI CANHE PHARMTECH CO LTD,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,IAN LIMITED,,,,,IAN LIMITED,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,CEC PHARM CO LTD,,,,,CEC PHARM CO LTD,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,CEC PHARMATECH LTD,,,,,CEC PHARMATECH LTD,,a.k.a.,strong,
us-ofac.a49e14504dfc9649a8afbec096f4e2110e166c8e,"HANGZHOU HONGYAN TRADING CO., LTD",,,,,"HANGZHOU HONGYAN TRADING CO., LTD",,a.k.a.,strong,
us-ofac.fe0dfc9e8dde1aee8808c782d430f3281445b533,FREDY COLAS,,,,,FREDY COLAS,,a.k.a.,weak,
us-ofac.6c78db7da5f504ec07709f35bd539d596ddef8a3,TRAMCO S.A.,,,,,TRAMCO S.A.,,a.k.a.,strong,
us-ofac.77ae1c6ea14350cdd325fbd13aba9a286f2619d1,HOTEL SOL PLAZA,,,,,HOTEL SOL PLAZA,,a.k.a.,strong,
us-ofac.9565a4898cb7adf390819d6f868639a242b7deb5,Lucy Amparo VARGAS DE CUADROS,Lucy Amparo,,,,VARGAS DE CUADROS,,a.k.a.,strong,
us-ofac.e936acc9ef30faad8aafa3d62f7facad25aa70c5,NIGERIAN TALIBAN,,,,,NIGERIAN TALIBAN,,a.k.a.,strong,
us-ofac.e936acc9ef30faad8aafa3d62f7facad25aa70c5,JAMA'ATU AHLUS-SUNNAH LIDDA'AWATI WAL JIHAD,,,,,JAMA'ATU AHLUS-SUNNAH LIDDA'AWATI WAL JIHAD,,a.k.a.,strong,
us-ofac.e936acc9ef30faad8aafa3d62f7facad25aa70c5,JAMA'ATU AHLIS SUNNA LIDDA'AWATI WAL-JIHAD,,,,,JAMA'ATU AHLIS SUNNA LIDDA'AWATI WAL-JIHAD,,a.k.a.,strong,
us-ofac.e936acc9ef30faad8aafa3d62f7facad25aa70c5,PEOPLE COMMITTED TO THE PROPHET'S TEACHINGS FOR PROPAGATION AND JIHAD,,,,,PEOPLE COMMITTED TO THE PROPHET'S TEACHINGS FOR PROPAGATION AND JIHAD,,a.k.a.,strong,
us-ofac.e936acc9ef30faad8aafa3d62f7facad25aa70c5,SUNNI GROUP FOR PREACHING AND JIHAD,,,,,SUNNI GROUP FOR PREACHING AND JIHAD,,a.k.a.,strong,
us-ofac.7e548d087bfd67043d41c4d3b7bdf817ab40c407,JAMA'ATU ANSARUL MUSLIMINA FI BILADIS-SUDAN,,,,,JAMA'ATU ANSARUL MUSLIMINA FI BILADIS-SUDAN,,a.k.a.,strong,
us-ofac.7e548d087bfd67043d41c4d3b7bdf817ab40c407,ANSARUL MUSLIMINA FI BILADIS SUDAN,,,,,ANSARUL MUSLIMINA FI BILADIS SUDAN,,a.k.a.,strong,
us-ofac.7e548d087bfd67043d41c4d3b7bdf817ab40c407,VANGUARDS FOR THE PROTECTION OF MUSLIMS IN BLACK AFRICA,,,,,VANGUARDS FOR THE PROTECTION OF MUSLIMS IN BLACK AFRICA,,a.k.a.,strong,
us-ofac.7e548d087bfd67043d41c4d3b7bdf817ab40c407,JAMBS,,,,,JAMBS,,a.k.a.,weak,
us-ofac.7e548d087bfd67043d41c4d3b7bdf817ab40c407,JAMA'ATU ANSARIL MUSLIMINA FI BILADIS SUDAN,,,,,JAMA'ATU ANSARIL MUSLIMINA FI BILADIS SUDAN,,a.k.a.,strong,
us-ofac.a49b4c254c48e8bbdf5be767000fba75de6b46d0,CASA DE EMPENO PRENDA TODO,,,,,CASA DE EMPENO PRENDA TODO,,a.k.a.,strong,
us-ofac.78e14cc02d81f4ac27230a0f79eadbc10bfbbd1b,MI SANGRE,,,,,MI SANGRE,,a.k.a.,weak,
us-ofac.d9385a472fb63a8f0691e29ff1cb42eeea7870d2,Alexandra GAUSS,Alexandra,,,,GAUSS,,a.k.a.,strong,
us-ofac.9493f187ea6756b73d103c0ab10b8e8e3762def7,Fikhret TAGIYEV,Fikhret,,,,TAGIYEV,,a.k.a.,strong,
us-ofac.9493f187ea6756b73d103c0ab10b8e8e3762def7,Fikhret Gabdulla Ogly TAGIEV,Fikhret Gabdulla Ogly,,,,TAGIEV,,a.k.a.,strong,
us-ofac.c2856ee37ef7b9d88be975c7b21183c7e5cfe56e,Dmitriy KLYUYEV,Dmitriy,,,,KLYUYEV,,a.k.a.,strong,
us-ofac.5c92855d4bed95d8d8a9f396b3a16097284b8f10,Viacheslav KHLEBNIKOV,Viacheslav,,,,KHLEBNIKOV,,a.k.a.,strong,
us-ofac.87ef6b058695ccbcb1fe033b208f71710cb73d98,FLACO USUGA,,,,,FLACO USUGA,,a.k.a.,weak,
us-ofac.c3ca0ed3ca2c28a0daad192f9efe10a24994fd56,NICOLAS,,,,,NICOLAS,,a.k.a.,weak,
us-ofac.f025b320e2224cff7b122febc9fdfca5dce94841,Hirofumi KYO,Hirofumi,,,,KYO,,a.k.a.,strong,
us-ofac.f025b320e2224cff7b122febc9fdfca5dce94841,Hong-Mun KANG,Hong-Mun,,,,KANG,,a.k.a.,strong,
us-ofac.eb6c1f2a70d27e4b7dd145b99040f25cec8f4057,Nyon-Nam PARK,Nyon-Nam,,,,PARK,,a.k.a.,strong,
us-ofac.a6ca2873005d5bfd9082d619777949dd9eef37af,Tae-joon PARK,Tae-joon,,,,PARK,,a.k.a.,strong,
us-ofac.a6ca2873005d5bfd9082d619777949dd9eef37af,Taishun BOKU,Taishun,,,,BOKU,,a.k.a.,strong,
us-ofac.a6ca2873005d5bfd9082d619777949dd9eef37af,Tae-Chun PAK,Tae-Chun,,,,PAK,,a.k.a.,strong,
us-ofac.edc7a51b6b08c4422961e71a6562ac9f3546d8d7,QODS RESEARCH CENTER,,,,,QODS RESEARCH CENTER,,a.k.a.,strong,
us-ofac.edc7a51b6b08c4422961e71a6562ac9f3546d8d7,GHODS AVIATION INDUSTRIES,,,,,GHODS AVIATION INDUSTRIES,,a.k.a.,strong,
us-ofac.c29977a7ada73c56c10f25b3e10d5057ea74b983,Ossama Amin AL-SHOUHABI,Ossama Amin,,,,AL-SHOUHABI,,a.k.a.,strong,
us-ofac.c29977a7ada73c56c10f25b3e10d5057ea74b983,Usama Amin AL-SHIHABI,Usama Amin,,,,AL-SHIHABI,,a.k.a.,strong,
us-ofac.c29977a7ada73c56c10f25b3e10d5057ea74b983,"DAJANAH, Abu",,,,,"DAJANAH, Abu",,a.k.a.,weak,
us-ofac.5dabd0937979dae324c2ae6f11d79b088b0c78ef,SAZMANE SANAYE HAVAI,,,,,SAZMANE SANAYE HAVAI,,a.k.a.,strong,
us-ofac.3113bb223c25b14c6f3d9964856b1349f26c6f77,EYVAZ TECHNIC,,,,,EYVAZ TECHNIC,,a.k.a.,strong,
us-ofac.3113bb223c25b14c6f3d9964856b1349f26c6f77,EYVAZ TECHNIC INDUSTRIAL COMPANY LTD.,,,,,EYVAZ TECHNIC INDUSTRIAL COMPANY LTD.,,a.k.a.,strong,
us-ofac.c3d442efa3609634e77caed7538da57a26331e31,MAROU SANAT ENGINEERING COMPANY,,,,,MAROU SANAT ENGINEERING COMPANY,,a.k.a.,strong,
us-ofac.c3d442efa3609634e77caed7538da57a26331e31,MOHANDESI TARH VA TOSEH MARO SANAT COMPANY,,,,,MOHANDESI TARH VA TOSEH MARO SANAT COMPANY,,a.k.a.,strong,
us-ofac.c3d442efa3609634e77caed7538da57a26331e31,MARO SANAT DEVELOPMENT AND DESIGN ENGINEERING COMPANY,,,,,MARO SANAT DEVELOPMENT AND DESIGN ENGINEERING COMPANY,,a.k.a.,strong,
us-ofac.c3d442efa3609634e77caed7538da57a26331e31,MARO SANAT ENGINEERING,,,,,MARO SANAT ENGINEERING,,a.k.a.,strong,
us-ofac.845373be380a99d8e6ab37d43a3c9cd0492d831a,NAVID COMPOSITE,,,,,NAVID COMPOSITE,,a.k.a.,strong,
us-ofac.5f8345adca72f5f2a6ea383fe19df7dbd6f9be37,NEGIN PARTO KHAVAR CO. LTD.,,,,,NEGIN PARTO KHAVAR CO. LTD.,,a.k.a.,strong,
us-ofac.5f8345adca72f5f2a6ea383fe19df7dbd6f9be37,NEGIN PARTO,,,,,NEGIN PARTO,,a.k.a.,strong,
us-ofac.5f8345adca72f5f2a6ea383fe19df7dbd6f9be37,PAYAN AVARAN OMRAN,,,,,PAYAN AVARAN OMRAN,,a.k.a.,strong,
us-ofac.5f8345adca72f5f2a6ea383fe19df7dbd6f9be37,ERTEBATE EGHTESSADE MONIR,,,,,ERTEBATE EGHTESSADE MONIR,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,AL-MULATHAMUN BRIGADE,,,,,AL-MULATHAMUN BRIGADE,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,AL-MUWAQQI'UN BIL-DIMA,,,,,AL-MUWAQQI'UN BIL-DIMA,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,THOSE SIGNED IN BLOOD BATTALION,,,,,THOSE SIGNED IN BLOOD BATTALION,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,SIGNATORIES IN BLOOD,,,,,SIGNATORIES IN BLOOD,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,THOSE WHO SIGN IN BLOOD,,,,,THOSE WHO SIGN IN BLOOD,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,WITNESSES IN BLOOD,,,,,WITNESSES IN BLOOD,,a.k.a.,weak,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,SIGNED-IN-BLOOD BATTALION,,,,,SIGNED-IN-BLOOD BATTALION,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,MASKED MEN BRIGADE,,,,,MASKED MEN BRIGADE,,a.k.a.,weak,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,KHALED ABU AL-ABBAS BRIGADE,,,,,KHALED ABU AL-ABBAS BRIGADE,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,AL-MULATHAMUN MASKED ONES BRIGADE,,,,,AL-MULATHAMUN MASKED ONES BRIGADE,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,AL-MURABITOUN,,,,,AL-MURABITOUN,,a.k.a.,strong,
us-ofac.a1eccbfcc43e3a52b758a40bc40dcad6534bac70,THE SENTINELS,,,,,THE SENTINELS,,a.k.a.,weak,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab Muhammad 'Abd al-Rahman AL-HUMAYQANI,'Abd al-Wahab Muhammad 'Abd al-Rahman,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab Muhammad 'Abd al-Rahman AL-HAMIQANI,'Abd al-Wahab Muhammad 'Abd al-Rahman,,,,AL-HAMIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab Muhammad 'Abd al-Rahman AL-HAMAYQANI,'Abd al-Wahab Muhammad 'Abd al-Rahman,,,,AL-HAMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,Abdul-Wahab Mohammed Abdul Rahman AL-HUMAIKANI,Abdul-Wahab Mohammed Abdul Rahman,,,,AL-HUMAIKANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abdul-Wahab Mohammed Abdul-Rahman AL-HUMAYQANI,'Abdul-Wahab Mohammed Abdul-Rahman,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abdul-Wahab Mohammed Abdul-Rahman AL-HUMAIQANI,'Abdul-Wahab Mohammed Abdul-Rahman,,,,AL-HUMAIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abdul-Wahab Mohammed Abdul-Rahman AL-HAMIQANI,'Abdul-Wahab Mohammed Abdul-Rahman,,,,AL-HAMIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abdul-Wahab Mohammed Abdul-Rahman AL-HUMAIQANI,'Abdul-Wahab Mohammed Abdul-Rahman,,,,AL-HUMAIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,Abdul Wahab AL-HUMAYQANI,Abdul Wahab,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,Abd al-Wahab AL-HUMAYQANI,Abd al-Wahab,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab AL-HAMIQANI,'Abd al-Wahab,,,,AL-HAMIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab AL-HAMAYQANI,'Abd al-Wahab,,,,AL-HAMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab AL-HUMIQANI,'Abd al-Wahab,,,,AL-HUMIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,Abdulwahhab Mohammed Abdulrahman AL-HUMAIKANI,Abdulwahhab Mohammed Abdulrahman,,,,AL-HUMAIKANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab al-Qawi AL-HUMAYQANI,'Abd al-Wahab al-Qawi,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahab al-Qawi AL-HAMIQANI,'Abd al-Wahab al-Qawi,,,,AL-HAMIQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,'Abd al-Wahhab Muhammad 'Abd al-Rahim AL-HUMAYQANI,'Abd al-Wahhab Muhammad 'Abd al-Rahim,,,,AL-HUMAYQANI,,a.k.a.,strong,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,ABU AYED,,,,,ABU AYED,,a.k.a.,weak,
us-ofac.c7e7a02b2ed068a437fa5eb2b6520329d4feb119,ABU AYID,,,,,ABU AYID,,a.k.a.,weak,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,Abd al-Rahman bin 'Amir AL-NA'IMI,Abd al-Rahman bin 'Amir,,,,AL-NA'IMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,'Abd al-Rahman AL-NU'AIMI,'Abd al-Rahman,,,,AL-NU'AIMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,'Abd al-Rahman bin 'Amir AL-NU'IMI,'Abd al-Rahman bin 'Amir,,,,AL-NU'IMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,'Abd al-Rahman bin 'Amir AL-NU'AYMI,'Abd al-Rahman bin 'Amir,,,,AL-NU'AYMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,'Abdallah Muhammad AL-NU'AYMI,'Abdallah Muhammad,,,,AL-NU'AYMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,'Abd al-Rahman AL-NUA'YMI,'Abd al-Rahman,,,,AL-NUA'YMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,A. Rahman AL-NAIMI,A. Rahman,,,,AL-NAIMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,Abdelrahman Imer al Jaber AL NAIMEH,Abdelrahman Imer al Jaber,,,,AL NAIMEH,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,A. Rahman Omair J ALNAIMI,A. Rahman Omair J,,,,ALNAIMI,,a.k.a.,strong,
us-ofac.afb5375c4894d5a5b9bb513f3881513f7f2c0744,Abdulrahman Omair AL NEAIMI,Abdulrahman Omair,,,,AL NEAIMI,,a.k.a.,strong,
us-ofac.ce1a221e7695775c4977c6173f2ac81e8fd3e6e8,Lahor JAN,Lahor,,,,JAN,,a.k.a.,strong,
us-ofac.1bcbe3140dd2650068352d376177c12abbefdd5c,HAJI LAL MOHAMMAD MONEY SERVICE PROVIDER,,,,,HAJI LAL MOHAMMAD MONEY SERVICE PROVIDER,,a.k.a.,strong,
us-ofac.1bcbe3140dd2650068352d376177c12abbefdd5c,ALI SHER SHINWARY LTD.,,,,,ALI SHER SHINWARY LTD.,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustafa FAWWAZ,Mustafa,,,,FAWWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Moustafa Reda DARWISH-FAWAZ,Moustafa Reda,,,,DARWISH-FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustapha FAWAZ,Mustapha,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustapha Rida Darwich FAWAZ,Mustapha Rida Darwich,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mostafa Reda Darwich FAWAZ,Mostafa Reda Darwich,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Moustapha FAWAZ,Moustapha,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustafa FAWAZ,Mustafa,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustafa Darwish FAWAZ,Mustafa Darwish,,,,FAWAZ,,a.k.a.,strong,
us-ofac.660d04376b6cc48b3ee51adc6f1e836b0c493021,Mustapha Rhoda Darwich FAWAZ,Mustapha Rhoda Darwich,,,,FAWAZ,,a.k.a.,strong,
us-ofac.fdeedceb31ef96866848fa0754bca1b4236073de,Qari Saifullah AL TOKHI,Qari Saifullah,,,,AL TOKHI,,a.k.a.,strong,
us-ofac.fdeedceb31ef96866848fa0754bca1b4236073de,Qari SAHAB,Qari,,,,SAHAB,,a.k.a.,strong,
us-ofac.d63a8c4ec98f99f6022bc03ac4439179f8b3ba85,GUAGUA,,,,,GUAGUA,,a.k.a.,weak,
us-ofac.c10a65cb1c8c2a0cf0355c080f8d867829d4da6c,CHEPE,,,,,CHEPE,,a.k.a.,weak,
us-ofac.0b30d8d9266aa87e7f0429df8c4df13676664a13,07,,,,,07,,a.k.a.,weak,
us-ofac.0b30d8d9266aa87e7f0429df8c4df13676664a13,CERO SIETE,,,,,CERO SIETE,,a.k.a.,weak,
us-ofac.027f4465f47c45f78a77c0cdc5d71d9851281c73,GUACAMAYO,,,,,GUACAMAYO,,a.k.a.,weak,
us-ofac.384fcb8e8ba23e93cdfc1fa35fcd9bbbfaf3a1fa,MARTIN BALA,,,,,MARTIN BALA,,a.k.a.,weak,
us-ofac.103d1926f13bb8c5379b40633a79d1fd08b5950b,VISAJE,,,,,VISAJE,,a.k.a.,weak,
us-ofac.18c21c369a74cd8e3674f048d31f7a35ea8c2558,CHICHO,,,,,CHICHO,,a.k.a.,weak,
us-ofac.d6cdd19d0a21e33a517e99d8b6a9875b516f6901,INGLATERRA,,,,,INGLATERRA,,a.k.a.,weak,
us-ofac.0d10a906123e06e1dcfc520ca0f191f712f6abf2,EL INDIO,,,,,EL INDIO,,a.k.a.,weak,
us-ofac.695eec54737d76f988c9b7ed73d593e980a051aa,TIERRA,,,,,TIERRA,,a.k.a.,weak,
us-ofac.313bdb54e771814be5117858d17381c6f95ef090,NEGRO ORLANDO,,,,,NEGRO ORLANDO,,a.k.a.,weak,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARIA IN LIBYA,,,,,ANSAR AL-SHARIA IN LIBYA,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARIAH BRIGADE,,,,,ANSAR AL-SHARIAH BRIGADE,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARI'A BRIGADE,,,,,ANSAR AL-SHARI'A BRIGADE,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,KATIBAT ANSAR AL-SHARIA IN BENGHAZI,,,,,KATIBAT ANSAR AL-SHARIA IN BENGHAZI,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARIAH-BENGHAZI,,,,,ANSAR AL-SHARIAH-BENGHAZI,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,AL-RAYA ESTABLISHMENT FOR MEDIA PRODUCTION,,,,,AL-RAYA ESTABLISHMENT FOR MEDIA PRODUCTION,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARIA,,,,,ANSAR AL-SHARIA,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,SOLDIERS OF THE SHARIA,,,,,SOLDIERS OF THE SHARIA,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,ANSAR AL-SHARIAH,,,,,ANSAR AL-SHARIAH,,a.k.a.,strong,
us-ofac.4c47d37322c7ada5eab87b8eaa317c03176e9948,SUPPORTERS OF ISLAMIC LAW,,,,,SUPPORTERS OF ISLAMIC LAW,,a.k.a.,weak,
us-ofac.8fcab5d876b57e56548cc2d03d6e09dbd794bc1f,SUPPORTERS OF ISLAMIC LAW,,,,,SUPPORTERS OF ISLAMIC LAW,,a.k.a.,weak,
us-ofac.8fcab5d876b57e56548cc2d03d6e09dbd794bc1f,ANSAR AL-SHARIA IN DERNA,,,,,ANSAR AL-SHARIA IN DERNA,,a.k.a.,strong,
us-ofac.8fcab5d876b57e56548cc2d03d6e09dbd794bc1f,ANSAR AL-SHARIA IN LIBYA,,,,,ANSAR AL-SHARIA IN LIBYA,,a.k.a.,strong,
us-ofac.8fcab5d876b57e56548cc2d03d6e09dbd794bc1f,ANSAR AL-SHARIA,,,,,ANSAR AL-SHARIA,,a.k.a.,strong,
us-ofac.8fcab5d876b57e56548cc2d03d6e09dbd794bc1f,ANSAR AL-SHARIA BRIGADE IN DARNAH,,,,,ANSAR AL-SHARIA BRIGADE IN DARNAH,,a.k.a.,strong,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,AL-QAYRAWAN MEDIA FOUNDATION,,,,,AL-QAYRAWAN MEDIA FOUNDATION,,a.k.a.,strong,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,SUPPORTERS OF ISLAMIC LAW,,,,,SUPPORTERS OF ISLAMIC LAW,,a.k.a.,weak,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,ANSAR AL-SHARIA IN TUNISIA,,,,,ANSAR AL-SHARIA IN TUNISIA,,a.k.a.,strong,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,ANSAR AL-SHARI'AH,,,,,ANSAR AL-SHARI'AH,,a.k.a.,strong,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,ANSAR AL-SHARI'AH IN TUNISIA,,,,,ANSAR AL-SHARI'AH IN TUNISIA,,a.k.a.,strong,
us-ofac.50b534ee6648593eb6c65618aa64380c66a35cf0,ANSAR AL-SHARIA,,,,,ANSAR AL-SHARIA,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,"IYADH, Abou",,,,,"IYADH, Abou",,a.k.a.,weak,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,Seif Allah Ben HOCINE,Seif Allah Ben,,,,HOCINE,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,Abou AAYADH,Abou,,,,AAYADH,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,Sayf Allah 'Umar bin HASSAYN,Sayf Allah 'Umar bin,,,,HASSAYN,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,Saifallah Ben HASSINE,Saifallah Ben,,,,HASSINE,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,"AL-TUNISI, Abu Ayyad",,,,,"AL-TUNISI, Abu Ayyad",,a.k.a.,weak,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,Sayf Allah bin HUSSAYN,Sayf Allah bin,,,,HUSSAYN,,a.k.a.,strong,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,"AL-TUNISI, Abu Iyyadh",,,,,"AL-TUNISI, Abu Iyyadh",,a.k.a.,weak,
us-ofac.74ec82e2abbe98bf0d0cff88010219a3002c02b0,"EL-TOUNSI, Abou Iyadh",,,,,"EL-TOUNSI, Abou Iyadh",,a.k.a.,weak,
